Date,SPY,Returns,MultiFactorRegime,BinaryRegime,CreditSpreadRegime
2016-08-31,186.1511993408203,0.0011968202037672706,1.0,0,1.0
2016-09-30,185.2263641357422,-0.004980576145844101,1.0,0,1.0
2016-10-31,182.93450927734375,-0.012450451036919946,0.0,0,1.0
2016-11-30,189.6735076904297,0.0361759974860838,1.0,0,1.0
2016-12-31,192.38462829589844,0.01419242705355587,1.0,0,1.0
2017-01-31,196.98146057128906,0.02361297500639032,0.0,0,0.0
2017-02-28,204.72119140625,0.038539395986946834,1.0,0,0.0
2017-03-31,204.08920288085938,-0.003091844227446845,0.0,0,0.0
2017-04-30,207.01170349121094,0.014218162978208746,1.0,0,0.0
2017-05-31,209.93328857421875,0.01401447652046031,1.0,0,0.0
2017-06-30,210.24630737304688,0.0014899288768556456,1.0,0,0.0
2017-07-31,215.61412048339844,0.025210595114202327,1.0,0,0.0
2017-08-31,216.24319458007812,0.0029133443833409003,1.0,0,0.0
2017-09-30,219.51092529296875,0.014998329653975753,1.0,0,0.0
2017-10-31,225.79859924316406,0.02824144334653286,1.0,0,0.0
2017-11-30,232.7003173828125,0.030107986054048123,1.0,0,0.0
2017-12-31,234.3248291015625,0.006956877088606097,1.0,0,0.0
2018-01-31,248.7963104248047,0.05992621996274214,1.0,0,0.0
2018-02-28,239.7500457763672,-0.03703762657548832,1.0,0,0.0
2018-03-31,232.2481689453125,-0.031790411015844476,1.0,0,0.0
2018-04-30,234.38343811035156,0.009151904999326175,1.0,0,0.0
2018-05-31,240.08111572265625,0.02401844973585191,1.0,0,0.0
2018-06-30,240.38241577148438,0.0012542058598593551,1.0,0,0.0
2018-07-31,250.40711975097656,0.040857018055533635,1.0,0,0.0
2018-08-31,258.4000549316406,0.03142091216016409,1.0,0,0.0
2018-09-30,258.7650146484375,0.0014113860306800667,1.0,0,0.0
2018-10-31,241.9737091064453,-0.06709129032393585,1.0,1,0.0
2018-11-30,246.46209716796875,0.018379137436460722,1.0,0,0.0
2018-12-31,223.45660400390625,-0.09799098796494203,1.0,2,1.0
2019-01-31,242.75726318359375,0.08284479748014244,1.0,1,1.0
2019-02-28,250.62643432617188,0.03190149389107386,1.0,0,1.0
2019-03-31,254.04380798339844,0.013543203480818883,1.0,0,0.0
2019-04-30,265.5867614746094,0.044434847991965155,1.0,0,0.0
2019-05-31,248.6499786376953,-0.06589537326684167,1.0,1,1.0
2019-06-30,264.6654052734375,0.06242020735069495,1.0,0,0.0
2019-07-31,269.9737548828125,0.019858343537725906,1.0,0,0.0
2019-08-31,265.45343017578125,-0.01688532907348876,1.0,0,0.0
2019-09-30,269.37469482421875,0.014663906891712125,1.0,0,0.0
2019-10-31,276.6006164550781,0.026471319961854103,1.0,0,0.0
2019-11-30,286.6130676269531,0.035558461787297574,1.0,0,0.0
2019-12-31,293.49774169921875,0.02373683515430321,1.0,0,0.0
2020-01-31,294.82159423828125,0.004500463243871716,0.0,0,0.0
2020-02-29,271.4818420410156,-0.08247515110774019,0.0,2,0.0
2020-03-31,236.19268798828125,-0.1392473105756076,2.0,2,2.0
2020-04-30,267.75042724609375,0.12540735859872723,2.0,2,2.0
2020-05-31,280.507568359375,0.04654540125515894,2.0,0,1.0
2020-06-30,284.23138427734375,0.013187933544959268,0.0,0,1.0
2020-07-31,302.29486083984375,0.061614261624849676,0.0,0,1.0
2020-08-31,323.39404296875,0.06746862552139431,0.0,0,1.0
2020-09-30,310.0438537597656,-0.04215777574798669,0.0,0,1.0
2020-10-31,303.5235290527344,-0.021254618011555176,0.0,0,1.0
2020-11-30,336.5398864746094,0.10325754221343175,0.0,0,1.0
2020-12-31,347.52679443359375,0.0321250928988367,0.0,0,1.0
2021-01-31,345.45166015625,-0.005989047614082522,1.0,0,0.0
2021-02-28,355.0570983886719,0.027425896371483696,1.0,0,0.0
2021-03-31,369.9646911621094,0.041128954719574944,1.0,0,0.0
2021-04-30,390.8155212402344,0.05482806416890708,1.0,0,0.0
2021-05-31,393.381591796875,0.006544476312762277,1.0,0,0.0
2021-06-30,400.89263916015625,0.018913546417384512,1.0,0,0.0
2021-07-31,412.02294921875,0.027385391093422376,1.0,0,0.0
2021-08-31,424.28466796875,0.02932556688598653,1.0,0,0.0
2021-09-30,403.21893310546875,-0.05092494390994633,1.0,0,0.0
2021-10-31,432.8926696777344,0.07101014848167649,1.0,0,0.0
2021-11-30,429.4143981933594,-0.008067405402685234,1.0,0,0.0
2021-12-31,447.70098876953125,0.041703157957752764,1.0,0,0.0
2022-01-31,425.5786437988281,-0.05067581607395243,1.0,0,0.0
2022-02-28,413.0167236328125,-0.029961672525449047,1.0,2,0.0
2022-03-31,427.215087890625,0.03379951991947975,1.0,0,0.0
2022-04-30,390.92950439453125,-0.08876035705436032,2.0,2,0.0
2022-05-31,391.8118896484375,0.002254603204589824,2.0,2,0.0
2022-06-30,357.9566650390625,-0.09036991957162283,2.0,2,0.0
2022-07-31,392.6086730957031,0.09240144133212003,2.0,2,0.0
2022-08-31,376.5894775390625,-0.04165769787862672,2.0,2,0.0
2022-09-30,340.3771667480469,-0.10110135840947963,2.0,2,0.0
2022-10-31,369.5532531738281,0.08224053551931222,2.0,2,0.0
2022-11-30,390.09735107421875,0.054101473853009646,2.0,0,0.0
2022-12-31,365.936279296875,-0.0639371081508998,2.0,2,0.0
2023-01-31,390.73516845703125,0.06557079401493852,2.0,0,0.0
2023-02-28,380.9110412597656,-0.02546415162025673,2.0,0,0.0
2023-03-31,393.5324401855469,0.03259764421813404,2.0,0,0.0
2023-04-30,401.3450622558594,0.019658057088426457,1.0,0,0.0
2023-05-31,403.1977233886719,0.004605508720124513,1.0,0,0.0
2023-06-30,427.7359619140625,0.05907902341415259,1.0,0,0.0
2023-07-31,443.3780517578125,0.03591670228952666,1.0,0,0.0
2023-08-31,436.1722717285156,-0.01638551213383329,1.0,0,0.0
2023-09-30,414.0222473144531,-0.05211757409757085,2.0,0,0.0
2023-10-31,406.4631042480469,-0.01842654944495912,1.0,2,0.0
2023-11-30,443.59100341796875,0.0874098140163072,1.0,0,0.0
2023-12-31,461.97027587890625,0.04059757666014001,1.0,0,0.0
2024-01-31,471.2306823730469,0.019847194522655327,1.0,0,0.0
2024-02-29,495.82275390625,0.050870766254205654,2.0,0,0.0
2024-03-31,510.4511413574219,0.029076413730946177,1.0,0,0.0
2024-04-30,491.3919372558594,-0.038052873343590664,2.0,0,0.0
2024-05-31,516.2462768554688,0.04934188009525976,1.0,0,0.0
2024-06-30,532.7409057617188,0.031451268118537365,1.0,0,0.0
2024-07-31,540.9314575195312,0.01525737445698962,1.0,0,0.0
2024-08-31,553.5706176757812,0.023096752964787314,2.0,0,0.0
2024-09-30,563.4698486328125,0.01772449685449768,2.0,0,0.0
2024-10-31,560.1546020507812,-0.0059010040236484994,2.0,0,0.0
2024-11-30,593.5585327148438,0.05792301140856196,2.0,0,0.0
2024-12-31,577.3342895507812,-0.02771437540803589,2.0,0,0.0
